,Simulated_α,Recovered_α,Simulated_ί_P,Recovered_ί_P,Simulated_ί_N,Recovered_ί_N,Simulated_ί_Nabs,Recovered_ί_Nabs,Simulated_ί_P2abs,Recovered_ί_P2abs,Simulated_ί_N2,Recovered_ί_N2
0,0.24189805306332146,0.24329908997774974,0.9544448175029117,0.9419376296631932,0.45987070400506064,0.46818433727061876,0.42580189496266474,0.41876355770651863,0.8165075488147228,0.8113947597209537,0.8472905949498762,0.7806565497288953
1,0.7499961717173443,0.7489325746088545,0.7425020754607805,0.74908158096219,0.2381415021934069,0.23874785628650058,0.3149671285533449,0.31532003970452416,0.31506281307023204,0.31587606665567464,0.4763408634886187,0.4753302817581744
2,0.36368216960734956,0.36409370831612586,0.5820175693052376,0.5782422682811221,0.5402043216550781,0.536902767777511,0.8908522802298446,0.8779994526628332,0.7747534917611847,0.7769904302232568,0.37519984604635503,0.3745081952017194
3,0.5061484980760245,0.5055379624650586,0.5062807954359051,0.5063235326160253,0.5648613224891006,0.5647340630054475,0.566108609663005,0.5673666160001734,0.3030977324279146,0.30344366008677576,0.6813826242333446,0.6858713004615503
4,0.7135994753724594,0.7132582035702314,0.29569312982498697,0.2958771809211838,0.6313178133354993,0.6308595191493478,0.2388795302836574,0.23931644316664216,0.7074479723279521,0.7123406096288465,0.20408647126488674,0.20440840648088704
5,0.10478903780115559,0.10482491349268774,0.34819640690696524,0.2301410488545624,0.48832447135910145,0.387884202688433,0.4163923684420402,0.4120232548996487,0.37066550139901716,0.48672955772433874,0.13733703629522992,0.47376070461562475
6,0.07904004133392178,0.07910678872725943,0.6203874182293422,0.15461356789327704,0.8775032740262996,0.5476324792018268,0.1954990201545452,0.15678699643619642,0.5736581607286232,0.4992584835429009,0.23242217365194895,0.47950382652755663
7,0.5555059546594044,0.555042669630247,0.6364910583441302,0.6373004571668767,0.8366994385236967,0.8366553545446621,0.7194136536396838,0.7206943911233294,0.5543614880017287,0.554750418581081,0.46239006652267667,0.46452215183712503
8,0.241679967025727,0.24137081232278046,0.2278046657418686,0.2330387088388724,0.6531863672143292,0.6672844790002066,0.4757865947974784,0.4794265210336621,0.7492745191028023,0.6813329159458555,0.830800290163532,0.7947956155802588
9,0.4639591281503867,0.46369546932962924,0.19828724746011042,0.19918134454256797,0.5776107379700273,0.5790572561027661,0.07819017897615507,0.07861275100178178,0.3728121764760613,0.3701557888368225,0.501950064197001,0.5021126450451732
10,0.5886952146160698,0.588323526289563,0.2258796081910207,0.22631394074503927,0.5296388871363706,0.5327720258309865,0.6487608625632634,0.6512540876199236,0.6352374492407256,0.6330760797414814,0.7913748363413053,0.7846318354346468
11,0.21148014223468908,0.21139238630614388,0.7991245811530011,0.8190486931953208,0.16021517327488224,0.16710804679474514,0.48589568407046174,0.486499167373707,0.8265215223633012,0.8618948532644033,0.6266363941590719,0.5176492516028104
12,0.19698166359435737,0.19686267245133202,0.46878861626203305,0.46252029865587535,0.36083911334511726,0.3544812084607207,0.242570849764523,0.24170164065386562,0.39788483829107024,0.3824134122686719,0.34635735281951435,0.36875439375294816
13,0.6196539866581757,0.6186207244653833,0.22724128495222304,0.22778686464932885,0.23730379134566656,0.23781513441091953,0.5547988812368738,0.5574506581877023,0.7856734955087747,0.7846767089089948,0.19166137591837484,0.19160279849327
14,0.059742796770358195,0.059796978268734084,0.506074777537356,0.30346708511985776,0.5135202760070318,0.3826496696463765,0.8143134849618451,0.46420056633972184,0.7386811526626719,0.4815076325556397,0.48367828043354816,0.4763446124663159
15,0.44753200995104236,0.4479226423016597,0.8066908583697283,0.8044247631201424,0.675146253439986,0.6723832907638425,0.6897920583222935,0.6912044352299495,0.5004304676673343,0.5023619269629831,0.6839945101795716,0.6921588943922958
16,0.3853587402524428,0.3853185502557677,0.3420577593163427,0.3434503991384039,0.4402575197953723,0.44191086771963883,0.1675543438790401,0.16777084805306428,0.8067934548593292,0.7990326461718699,0.15728663904403756,0.1566682361115434
17,0.8583057742367476,0.8581647123245502,0.570907028386669,0.5747449679565715,0.24943970526956166,0.2535454824998688,0.37211427092409466,0.37266286352544914,0.37002614362428143,0.36810215174891,0.7457990434476945,0.707393201478945
18,0.40917120399821194,0.4091719209118184,0.7949710101337377,0.7945014585190433,0.45302238530968164,0.45275096331897013,0.4249783002491756,0.42493912714325793,0.26028170885682256,0.26053895138796357,0.03668792506341316,0.03662973441232132
19,0.5775079335143345,0.5771555472178167,0.7864396898080064,0.7861794972281507,0.5660026435886277,0.5637356023043644,0.188048544442482,0.18831612023485242,0.0647948881229831,0.06486893949887852,0.5943761276634931,0.6001361652116194
20,0.14731041532584147,0.14807245863754998,0.24671199775406816,0.22288154173196253,0.5363342871660762,0.49567457957494776,0.7468162789976033,0.7258673481962329,0.6936559071481069,0.5549344385086205,0.3478402921712065,0.5056171000712522
21,0.8342600248223887,0.8337523271072941,0.4668904026282858,0.4671422116348211,0.7541532922524463,0.7533227203683248,0.16331899858760904,0.1631962344047052,0.7485733230324614,0.7507779713464515,0.554878292408431,0.5575033452349505
22,0.06466307058972406,0.06476770905808778,0.21159073545294835,0.1166459780582466,0.7810864160875325,0.6643254184101659,0.07416429757950789,0.10576055057342855,0.4645257727888671,0.481295560219379,0.44240726986805673,0.46063832913500347
23,0.18574680166686078,0.1860376323755208,0.34992463634246745,0.3494188958702727,0.3194505657700881,0.31943738674159927,0.6427643635564942,0.6445847920500412,0.3661225329147524,0.44777236325306824,0.651656466314097,0.6363728044020607
24,0.8362657719228163,0.8348108801482627,0.36877597099000725,0.37938167868901623,0.09531889974833514,0.10685071388772874,0.3494515426028021,0.3511832845253147,0.8848638019134181,0.8073994803630722,0.4664775770288323,0.3487019354453565
25,0.7873393689517064,0.7868429482317655,0.6966649902444193,0.7020806220736119,0.3571512655167915,0.3654559030884666,0.3931490252124768,0.39324273594765635,0.5199946059213681,0.5157145271121422,0.882094408240417,0.8222259455001276
26,0.43231415286978664,0.43154682609728884,0.4309942527699261,0.43195664435134307,0.4012996686663216,0.40064432483317153,0.7335181841704576,0.7359860194069947,0.27369814079195304,0.2738581626135419,0.48529745893617965,0.4876950556028005
27,0.45372246645979714,0.45314226058132634,0.3825525995071311,0.38349421364815617,0.4628655257511639,0.4630981541749101,0.6909196960910403,0.6940671504579011,0.7841847186247256,0.7837501745716959,0.5136540003334547,0.5140156998226821
28,0.6945293638633313,0.6942867134478227,0.4520736349940125,0.4513412521272838,0.565944534848614,0.5650351557491038,0.19994088988680592,0.20053768334154423,0.2474276236612929,0.24754326272300797,0.702113884998493,0.7063381973587373
29,0.4362386083738997,0.43587550961460186,0.32996418138218286,0.33129157809368165,0.3820354083126657,0.38323257291864943,0.4296978176580669,0.4305533943367665,0.7635287716906769,0.7600672407775054,0.27453682377247335,0.2743287464421459
30,0.6636205641722556,0.6609319625277501,0.6490053071441496,0.6575253711193537,0.19799370361135793,0.19906614700158162,0.726912330097976,0.7412932631640072,0.7912356094290278,0.7999313918487858,0.08985029872445853,0.0901689946165372
31,0.6647388902938647,0.6644904439702413,0.7930952474703366,0.7957799750237107,0.8106678778285112,0.8108079336011373,0.48533761387006924,0.4862612342170133,0.32799616134554954,0.3290291144472329,0.6080205919074542,0.6101570080132828
32,0.7352260762180134,0.7331546883172383,0.12113406159446213,0.12261743932241637,0.20882351651635897,0.2131343461917393,0.8153484808894366,0.8331658279328763,0.07162907919277908,0.07045753022699688,0.7579401014703083,0.7126921312557718
33,0.6622082295380095,0.6623525253689395,0.19177875023862326,0.19181872130443978,0.6541080772470236,0.6549476772260244,0.4376279786051352,0.43907917813444736,0.5311953880212302,0.5340365604519083,0.6677028215376978,0.6715549978342822
34,0.7013725948887622,0.7012037690691976,0.2834836012988359,0.2838406970736279,0.543227278969226,0.5438088977430611,0.36685029967586924,0.36732663324571574,0.5416143615748624,0.5424129647667816,0.7880681695729727,0.7894126206954296
35,0.8751549190639907,0.8753229049770855,0.22049478331367126,0.22234260236334222,0.23174434493903087,0.23833241010541345,0.24664344937534735,0.24598102389127371,0.9235666905518349,0.8835247575643754,0.7380761691281599,0.6694685321290387
36,0.2775670195071015,0.2772719657636967,0.3272182991843235,0.3312689955053115,0.40280947572695025,0.40844788460633563,0.7199009958770598,0.7238786509060698,0.4207548947111207,0.41176816937162863,0.6592627496789023,0.6380300426137508
37,0.6511500479311134,0.6502552349251495,0.8992717477739197,0.9102313359140387,0.23881731787193275,0.23975150338341233,0.3754751552914054,0.37828254857737237,0.5237873625537933,0.5271486757673557,0.08178916959535079,0.0820164066273015
38,0.7059977133141487,0.7056293433922051,0.47019055305599305,0.4719450756266361,0.6334230500527543,0.6327182092489987,0.6470971786317883,0.6501124260719003,0.39761272260975455,0.3977432744951799,0.3329914821692216,0.33340081832834445
39,0.7109725846425344,0.7101066533246693,0.7452844671909865,0.7475044926283749,0.4795910858556588,0.47893883085023264,0.885744102628521,0.8908435474568338,0.09348359014427299,0.09337647217997944,0.49391701659284826,0.49520644954230014
40,0.9268014568243618,0.9235532749398033,0.2805982554621529,0.282233803621953,0.13414234414203968,0.1348332483439459,0.2697805681702776,0.2725821641010313,0.06062100923807738,0.0606460228724229,0.07735064465673647,0.07695481301734926
41,0.7030199449934221,0.7025742732591915,0.594528974089308,0.5953280530688947,0.8164086271275838,0.8171179521782377,0.22079406391587947,0.220981104389997,0.14642260803161591,0.1463528277928373,0.5072620590841646,0.5084932193246295
42,0.4145975580962628,0.4146976776407376,0.33895308108210565,0.3407882119094483,0.15515258651762664,0.156055350630019,0.3533140578573789,0.35448901935955396,0.7510950819155908,0.747551876532413,0.06993294120224007,0.06770367095924275
43,0.3458354824244836,0.347417921249179,0.9454378525277674,0.9164312229540554,0.5154246827743093,0.5060121824332878,0.6171604514074089,0.6093871729870692,0.3643910852370658,0.36789220855161625,0.6263030476409295,0.6461397249465681
44,0.7682179577592393,0.7680103633903328,0.6488046664283403,0.6503825233732609,0.6399246180206736,0.6402827330382793,0.7238047200604094,0.7282676393748125,0.8480626226919765,0.850974016418079,0.5828109052430095,0.5859012466326651
45,0.4549510266758553,0.4546572014938979,0.6090166726189012,0.6109690260758116,0.31738030659825656,0.3173016437573539,0.38881497759422673,0.38977745933962415,0.4375587221900591,0.4376221083334144,0.17447144214376847,0.17466011320263453
46,0.4062888182514729,0.40639982236617533,0.7140193638179829,0.7098369482011236,0.7620106915532453,0.7581753956905979,0.826500982761139,0.8206240415652942,0.463813246029458,0.4638267512557348,0.3195056895090414,0.3186896900001647
47,0.5923032435027566,0.5921375320870234,0.3173171876267313,0.3175200470900237,0.7044272052782432,0.7041286557967348,0.18922135083408229,0.1895281898444877,0.5389397659584604,0.5394433869449711,0.3736135224166931,0.3742332125692125
48,0.2663190939109219,0.26909022947164474,0.412556167973133,0.4027588048039124,0.47124933711642675,0.4597696418221967,0.9805786068357021,0.9231445400116364,0.40969219630463394,0.4165984911127818,0.10789050898144054,0.10914160980161465
49,0.7212976798176337,0.7208166042992888,0.481744335915108,0.4834146454204029,0.32759264853428616,0.3280303316455033,0.864005405182185,0.8708165363303204,0.468224359919908,0.46921192894640207,0.4713413810538407,0.4763126080010596
50,0.7129867426663604,0.7128655257623205,0.1402214956021847,0.14030249006913859,0.6729679595528821,0.6756451981581612,0.3449977554233843,0.34622902292801655,0.4473509093717123,0.4479299772443167,0.8508169254959864,0.846487745890827
51,0.7539733586775725,0.7538143325593889,0.6184238741644519,0.62058779372324,0.8399168342331307,0.8408598060065113,0.6653726815607729,0.6673848248138783,0.45715801348508484,0.4585258357130495,0.5112198351680579,0.5114868135198976
52,0.6213813771612046,0.6209682568243703,0.7709371089027828,0.7720745988688659,0.7179015757738134,0.7187741171880876,0.6334235183131554,0.6347488168201495,0.38353219953193,0.38471720933367753,0.21886417191961646,0.2189020025082704
53,0.1067820127143468,0.10711289903175175,0.44273837692090506,0.2556551949992117,0.5960377205578259,0.42757883873606006,0.19715209975710488,0.19505775695155234,0.8444422389958737,0.4962144761549053,0.2967933619877834,0.47334658848905603
54,0.29393655704663263,0.2943754008207449,0.39386837534659924,0.39253580395883086,0.4283258674923612,0.4272189245820047,0.6511753078032996,0.6518431687665146,0.5086646427614607,0.5095057459193613,0.2924359280564557,0.29415717595489205
55,0.39780625584349166,0.3979790891349121,0.2770663515086847,0.2781200626847154,0.6284125221492256,0.6314637718924268,0.7929292867370628,0.7959877037803921,0.6710002694669058,0.666852656209454,0.5556516087673036,0.5555774574729158
56,0.07212733218950391,0.07241767953499986,0.32187842315996096,0.11091783638284024,0.8155592083638722,0.6430562759380937,0.5414231593346234,0.4085453353820775,0.8702535855580981,0.5027483744512692,0.5608994869524241,0.4709184319387819
57,0.15287679750710673,0.15372767332446977,0.6528581470956801,0.6010530421055752,0.5959858408138564,0.5462079249786758,0.43441760923198375,0.4273043057443672,0.07100444252985888,0.21132038954023333,0.49134059254328993,0.6789206050256706
